No.,State,District,Market,Commodity,Variety,Grade,Arrival Date,Min Price,Max Price,Modal Price
2634,Tamil Nadu,Coimbatore,Udumalpet,Mint(Pudina),Mint(Pudina),Local,01/03/2025,5000,6000,6000
2635,Tamil Nadu,Coimbatore,Udumalpet,Potato,(Red Nanital),Local,01/03/2025,4600,5000,5000
2636,Tamil Nadu,Coimbatore,Udumalpet,Pumpkin,Pumpkin,Local,01/03/2025,1200,1500,1500
2637,Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,01/03/2025,2500,4000,4000
2638,Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,01/03/2025,3200,3600,3600
2639,Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,01/03/2025,2400,2800,2800
2640,Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Chikoos(Sapota),Sapota,Local,01/03/2025,4500,5000,5000
2641,Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Garlic,Average,Local,01/03/2025,9000,9800,9800
2642,Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,01/03/2025,3200,3600,3600
2643,Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,01/03/2025,6000,6400,6400
2644,Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Karbuja(Musk Melon),Karbhuja,Local,01/03/2025,3800,4200,4200
2645,Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Lime,Lime,Local,01/03/2025,11000,12000,12000
2646,Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,01/03/2025,2600,3000,3000
2647,Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Mashrooms,Mashrooms,Local,01/03/2025,3200,3800,3800
2648,Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Onion,Bellary,Local,01/03/2025,3200,3600,3600
2649,Tamil Nadu,Cuddalore,Chidambaram(Uzhavar Sandhai ),Banana,Besrai,Local,01/03/2025,3000,4000,4000
2650,Tamil Nadu,Cuddalore,Chidambaram(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,01/03/2025,4000,4000,4000
2651,Tamil Nadu,Cuddalore,Chidambaram(Uzhavar Sandhai ),Brinjal,Round,Local,01/03/2025,3000,4000,4000
2652,Tamil Nadu,Cuddalore,Chidambaram(Uzhavar Sandhai ),Potato,(Red Nanital),Local,01/03/2025,3000,4000,4000
2653,Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ),Ashgourd,Gouard,Local,01/03/2025,2500,2500,2500
2654,Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ),Carrot,Pusakesar,Local,01/03/2025,3200,3200,3200
2655,Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ),Coconut,Coconut,Local,01/03/2025,4000,6000,6000
2656,Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ),Colacasia,Colacasia,Local,01/03/2025,7000,7000,7000
2657,Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,01/03/2025,8000,12000,12000
2658,Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,01/03/2025,3000,3000,3000
2659,Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ),Raddish,Raddish,Local,01/03/2025,2000,2500,2500
2660,Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ),Ashgourd,Gouard,Local,01/03/2025,2500,2500,2500
2661,Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,01/03/2025,4000,6000,6000
2662,Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ),Papaya,Papaya,Local,01/03/2025,3000,3000,3000
2663,Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2025,5000,6000,6000
2664,Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,01/03/2025,4000,4000,4000
2665,Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ),Tomato,Deshi,Local,01/03/2025,1800,2000,2000
2666,Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ),Beetroot,Beetroot,Local,01/03/2025,3000,3000,3000
2667,Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,01/03/2025,5000,5000,5000
2668,Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ),Cabbage,Cabbage,Local,01/03/2025,2000,2000,2000
2669,Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,01/03/2025,4000,4000,4000
2670,Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ),Lemon,Lemon,Local,01/03/2025,6000,6000,6000
2671,Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ),Onion,Bellary,Local,01/03/2025,4000,4000,4000
2672,Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,01/03/2025,2000,2000,2000
2673,Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,01/03/2025,2800,3000,3000
2674,Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,01/03/2025,6500,7000,7000
2675,Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Beans,Beans (Whole),Local,01/03/2025,4400,4600,4600
2676,Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,01/03/2025,2200,2400,2400
2677,Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,01/03/2025,2200,2400,2400
2678,Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Colacasia,Colacasia,Local,01/03/2025,6000,6200,6200
2679,Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,01/03/2025,2800,3000,3000
2680,Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Onion Green,Onion Green,Local,01/03/2025,3600,3800,3800
2681,Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2025,1800,2000,2000
2682,Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,01/03/2025,3600,4000,4000
2683,Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,01/03/2025,1800,2000,2000
2684,Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Cabbage,Cabbage,Local,01/03/2025,1800,2000,2000
2685,Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Chikoos(Sapota),Sapota,Local,01/03/2025,4400,4600,4600
2686,Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Karbuja(Musk Melon),Karbhuja,Local,01/03/2025,3600,4000,4000
2687,Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,01/03/2025,2600,2800,2800
2688,Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Onion Green,Onion Green,Local,01/03/2025,3600,3800,3800
2689,Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2025,1800,2000,2000
2690,Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,01/03/2025,1400,1600,1600
2691,Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Tapioca,Tapioca,Local,01/03/2025,2300,2500,2500
2692,Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Water Melon,Water Melon,Local,01/03/2025,1800,2000,2000
2693,Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,01/03/2025,2000,2500,2500
2694,Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,01/03/2025,1500,1800,1800
2695,Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,01/03/2025,2500,3000,3000
2696,Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,01/03/2025,4000,4500,4500
2697,Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ),Indian Beans (Seam),Indian Beans (Seam),Local,01/03/2025,4500,5000,5000
2698,Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,01/03/2025,4000,4400,4400
2699,Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2025,3200,3600,3600
2700,Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,01/03/2025,1800,2000,2000
2701,Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Chikoos(Sapota),Sapota,Local,01/03/2025,5500,6000,6000
2702,Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,01/03/2025,4500,5000,5000
2703,Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,01/03/2025,2200,2400,2400
2704,Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,01/03/2025,2700,3000,3000
2705,Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Lemon,Lemon,Local,01/03/2025,9500,10000,10000
2706,Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion Green,Onion Green,Local,01/03/2025,3600,4000,4000
2707,Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Potato,(Red Nanital),Local,01/03/2025,3600,4000,4000
2708,Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,01/03/2025,2300,2500,2500
2709,Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Tamarind Fruit,Tamarind Fruit,Local,01/03/2025,9500,10000,10000
2710,Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Tomato,Deshi,Local,01/03/2025,90000,1000,1000
2711,Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Beetroot,Beetroot,Local,01/03/2025,2800,3000,3000
2712,Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,01/03/2025,2000,2400,2400
2713,Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,01/03/2025,1000,1400,1400
2714,Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Brinjal,Round,Local,01/03/2025,1500,2000,2000
2715,Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,01/03/2025,3000,3200,3200
2716,Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Lemon,Lemon,Local,01/03/2025,8000,10000,10000
2717,Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Raddish,Raddish,Local,01/03/2025,1000,1400,1400
2718,Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Beans,Beans (Whole),Local,01/03/2025,5000,6000,6000
2719,Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Beetroot,Beetroot,Local,01/03/2025,4000,5000,5000
2720,Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,01/03/2025,2600,3000,3000
2721,Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Carrot,Pusakesar,Local,01/03/2025,6000,7000,7000
2722,Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,01/03/2025,3000,3500,3500
2723,Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,01/03/2025,2000,2500,2500
2724,Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,01/03/2025,1800,2000,2000
2725,Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,01/03/2025,2000,2500,2500
2726,Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,01/03/2025,2500,3000,3000
2727,Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Colacasia,Colacasia,Local,01/03/2025,6000,6000,6000
2728,Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,01/03/2025,5000,5600,5600
2729,Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Indian Beans (Seam),Indian Beans (Seam),Local,01/03/2025,6000,7000,7000
2730,Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Lime,Lime,Local,01/03/2025,12000,14000,14000
2731,Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,01/03/2025,10000,14000,14000
2732,Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,01/03/2025,1200,2000,2000
2733,Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,01/03/2025,5000,6000,6000
2734,Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Tamarind Fruit,Tamarind Fruit,Local,01/03/2025,11000,12000,12000
2735,Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ),Beans,Beans (Whole),Local,01/03/2025,4000,5600,5600
2736,Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,01/03/2025,60000,1000,1000
2737,Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ),Chikoos(Sapota),Sapota,Local,01/03/2025,3500,4000,4000
2738,Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,01/03/2025,6000,7000,7000
2739,Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ),Maize,Deshi Red,Local,01/03/2025,2500,3000,3000
2740,Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,01/03/2025,8000,10000,10000
2741,Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ),Raddish,Raddish,Local,01/03/2025,1200,1600,1600
2742,Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,01/03/2025,1500,1600,1600
2743,Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,01/03/2025,3000,3500,3500
2744,Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ),Thondekai,Thondekai,Local,01/03/2025,2500,3000,3000
2745,Tamil Nadu,Dindigul,Vedasanthur(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,01/03/2025,1500,2000,2000
2746,Tamil Nadu,Dindigul,Vedasanthur(Uzhavar Sandhai ),Banana,Besrai,Local,01/03/2025,4000,5000,5000
2747,Tamil Nadu,Dindigul,Vedasanthur(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,01/03/2025,1500,2000,2000
2748,Tamil Nadu,Dindigul,Vedasanthur(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,01/03/2025,2000,2400,2400
2749,Tamil Nadu,Dindigul,Vedasanthur(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,01/03/2025,2000,2400,2400
2750,Tamil Nadu,Dindigul,Vedasanthur(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,01/03/2025,1500,2000,2000
2751,Tamil Nadu,Dindigul,Vedasanthur(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2025,1600,2000,2000
2752,Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ),Banana,Besrai,Local,01/03/2025,2000,7800,7800
2753,Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ),Brinjal,Round,Local,01/03/2025,2600,3000,3000
2754,Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ),Carrot,Pusakesar,Local,01/03/2025,6500,7000,7000
2755,Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ),Drumstick,Drumstick,Local,01/03/2025,6000,7000,7000
2756,Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,01/03/2025,4500,5000,5000
2757,Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,01/03/2025,3600,3800,3800
2758,Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ),Onion Green,Onion Green,Local,01/03/2025,3500,4000,4000
2759,Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2025,3600,3800,3800
2760,Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,01/03/2025,5000,5500,5500
2761,Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ),Tomato,Deshi,Local,01/03/2025,1200,1500,1500
2762,Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ),Banana,Besrai,Local,01/03/2025,2000,5500,5500
2763,Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ),Lemon,Lemon,Local,01/03/2025,5500,6000,6000
2764,Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2025,3000,3200,3200
2765,Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,01/03/2025,3200,3600,3600
2766,Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,01/03/2025,3200,3600,3600
2767,Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,01/03/2025,4000,4400,4400
2768,Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2025,3600,4000,4000
2769,Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,01/03/2025,1600,2000,2000
2770,Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ),Banana,Besrai,Local,01/03/2025,2000,5500,5500
2771,Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,01/03/2025,1200,1500,1500
2772,Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ),Brinjal,Round,Local,01/03/2025,2000,2400,2400
2773,Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ),Chikoos(Sapota),Sapota,Local,01/03/2025,3000,3600,3600
2774,Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,01/03/2025,4500,5000,5000
2775,Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,01/03/2025,5000,6000,6000
2776,Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,01/03/2025,3500,4000,4000
2777,Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ),Mousambi(Sweet Lime),Mousambi,Local,01/03/2025,5500,6000,6000
2778,Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ),Ashgourd,Gouard,Local,01/03/2025,1000,1400,1400
2779,Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,01/03/2025,80000,1200,1200
2780,Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,01/03/2025,3000,3400,3400
2781,Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ),Coconut,Coconut,Local,01/03/2025,5000,5600,5600
2782,Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ),Cowpea(Veg),Cowpea (Veg),Local,01/03/2025,2000,2400,2400
2783,Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,01/03/2025,3000,3500,3500
2784,Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,01/03/2025,2400,2800,2800
2785,Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ),Raddish,Raddish,Local,01/03/2025,2400,2800,2800
2786,Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ),Tomato,Deshi,Local,01/03/2025,1000,1400,1400
2787,Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Beetroot,Beetroot,Local,01/03/2025,1200,1500,1500
2788,Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Coconut,Coconut,Local,01/03/2025,4400,4800,4800
2789,Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,01/03/2025,4500,5000,5000
2790,Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Maize,Deshi Red,Local,01/03/2025,2000,2500,2500
2791,Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Papaya,Papaya,Local,01/03/2025,1800,2200,2200
2792,Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,01/03/2025,1000,1200,1200
2793,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Beans,Beans (Whole),Local,01/03/2025,6000,6000,6000
2794,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Beetroot,Beetroot,Local,01/03/2025,3600,3600,3600
2795,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Chikoos(Sapota),Sapota,Local,01/03/2025,5000,5000,5000
2796,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,01/03/2025,5000,5000,5000
2797,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Drumstick,Drumstick,Local,01/03/2025,10000,10000,10000
2798,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,01/03/2025,5000,5000,5000
2799,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,01/03/2025,7000,7000,7000
2800,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,01/03/2025,5000,5000,5000
2801,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Lemon,Lemon,Local,01/03/2025,4000,4000,4000
2802,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,01/03/2025,5000,5000,5000
2803,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Tapioca,Tapioca,Local,01/03/2025,3000,3000,3000
2804,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Tomato,Deshi,Local,01/03/2025,1600,1600,1600
2805,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ),Ashgourd,Gouard,Local,01/03/2025,2000,2000,2000
2806,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,01/03/2025,6000,6000,6000
2807,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,01/03/2025,3000,3000,3000
2808,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,01/03/2025,4000,4000,4000
2809,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,01/03/2025,7000,7000,7000
2810,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,01/03/2025,5000,5000,5000
2811,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,01/03/2025,4000,4000,4000
2812,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ),Lemon,Lemon,Local,01/03/2025,4000,4000,4000
2813,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,01/03/2025,6000,6000,6000
2814,Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ),Banana,Besrai,Local,01/03/2025,5500,6000,6000
2815,Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ),Beans,Beans (Whole),Local,01/03/2025,3500,4000,4000
2816,Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,01/03/2025,3500,4000,4000
2817,Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,01/03/2025,5000,6000,6000
2818,Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ),Raddish,Raddish,Local,01/03/2025,1500,2000,2000
2819,Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ),Brinjal,Round,Local,01/03/2025,3500,4500,4500
2820,Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ),Drumstick,Drumstick,Local,01/03/2025,10000,12000,12000
2821,Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,01/03/2025,5500,6500,6500
2822,Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ),Onion,Bellary,Local,01/03/2025,4500,5500,5500
2823,Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ),Raddish,Raddish,Local,01/03/2025,3500,4500,4500
2824,Tamil Nadu,Karur,Karur(Uzhavar Sandhai ),Coconut,Coconut,Local,01/03/2025,6000,6500,6500
2825,Tamil Nadu,Karur,Karur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,01/03/2025,5000,6000,6000
2826,Tamil Nadu,Karur,Karur(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,01/03/2025,4500,5000,5000
